pekerjaan,status_pekerjaan,pendidikan,status_kawin,rumah,simpanan,jenis_atap,kualitas_atap,jenis_dinding,kualitas_dinding,jenis_lantai,kualitas_lantai,sumber_penerangan,daya_listrik,bahan_bakar_masak,air_minum,fasilitas_bab,stunting,bpnt,bpum,bst,pkh,sembako,prakerja,kur
pekerja_lepas,pekerja_bebas,tamat_slta,cerai_hidup,pribadi,,seng,tinggi,lainnya,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sltp,cerai_mati,menumpang,,seng,tinggi,lainnya,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,ya,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_slta,kawin,menumpang,,seng,rendah,lainnya,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_sltp,kawin,menumpang,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tidak_sekolah,cerai_mati,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,tidak,ya,tidak,tidak
nelayan,usaha_sendiri,tamat_slta,kawin,sewa,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,ya,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,ya
nelayan,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,ya,ya,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,sewa,,beton,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pensiunan,tidak_bekerja,tamat_sd,kawin,pribadi,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,ya,ya,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_sd,cerai_hidup,menumpang,tidak,seng,,kayu,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,umum,bukan_target,ya,ya,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,,kayu,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,ya
tidak_bekerja,tidak_bekerja,tamat_slta,cerai_mati,pribadi,tidak,seng,,tembok,,semen,,pln_meteran,ya,listrik_gas,pam,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
nelayan,pekerja_bebas,tamat_sltp,kawin,pribadi,ya,seng,,kayu,,kayu,,pln_meteran,ya,listrik_gas,sumur_terlindung,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_slta,kawin,pribadi,tidak,seng,,kayu,,kayu,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,menumpang,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,ya,ya,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,kawin,pribadi,ya,seng,rendah,kayu,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,tidak,ya,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,ya,ya,tidak,tidak
asn,buruh_karyawan_pegawai,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,ya,ya,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,tidak
petani,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,ya,ya,tidak,ya
pedagang,usaha_sendiri,tamat_sltp,cerai_hidup,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,ya,ya
pekerja_lepas,usaha_sendiri,tamat_sltp,cerai_mati,menumpang,,seng,rendah,kayu,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,ya,ya,tidak,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,pribadi,ya,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_sltp,kawin,menumpang,ya,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tdk_tamat_sd,cerai_mati,menumpang,,seng,rendah,kayu,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,pekerja_bebas,tamat_slta,kawin,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,ya,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,tidak,ya,tidak,ya
asn,buruh_karyawan_pegawai,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,ya
nelayan,pekerja_bebas,tamat_sd,kawin,pribadi,,seng,tinggi,lainnya,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,ya,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_slta,cerai_hidup,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,,seng,tinggi,lainnya,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,tidak,ya,tidak,ya
nelayan,pekerja_bebas,tamat_slta,kawin,menumpang,,seng,rendah,lainnya,rendah,ubin,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,ya,ya,tidak,ya
tidak_bekerja,tidak_bekerja,tdk_tamat_sd,cerai_mati,pribadi,,seng,tinggi,lainnya,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,lainnya,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,pekerja_bebas,tamat_slta,cerai_mati,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,ya,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,lainnya,beresiko,tidak,ya,tidak,tidak,tidak,tidak,ya
nelayan,pekerja_bebas,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,ya
pekerja_lepas,pekerja_bebas,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,ya
nelayan,pekerja_bebas,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,ya,tidak,tidak
nelayan,pekerja_bebas,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,lainnya,beresiko,ya,tidak,ya,ya,ya,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,ya,seng,tinggi,lainnya,tinggi,lainnya,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_slta,kawin,pribadi,,seng,rendah,kayu,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,ya
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_slta,kawin,pribadi,,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_slta,kawin,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,ya,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,ya
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,ya,tidak,ya,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,ya,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,rendah,kayu,rendah,kayu,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,tidak,ya,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
nelayan,pekerja_bebas,tamat_sltp,kawin,sewa,,seng,tinggi,lainnya,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_sltp,cerai_hidup,sewa,,seng,tinggi,lainnya,tinggi,lainnya,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,lainnya,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_sltp,kawin,sewa,,seng,tinggi,lainnya,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,ya,ya
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,tidak,ya,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sltp,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,ya,tidak,tidak
nelayan,usaha_sendiri,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,ya,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,ya,ya,ya,tidak
petani,usaha_sendiri,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
nelayan,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,tidak,tidak,tidak,ya,tidak
nelayan,usaha_sendiri,tamat_slta,cerai_hidup,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,tidak,ya,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,ya,ya,tidak,ya
nelayan,usaha_sendiri,tamat_sltp,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,sewa,,seng,rendah,tembok,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,tidak,ya,ya,ya
pedagang,usaha_sendiri,tamat_slta,kawin,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,ya,ya,ya,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,ya,seng,,tembok,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sltp,cerai_mati,menumpang,tidak,seng,,tembok,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,menumpang,ya,seng,,tembok,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,tidak,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,ya,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,kawin,pribadi,tidak,seng,,tembok,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,ya
petani,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
petani,usaha_sendiri,tamat_sd,kawin,pribadi,,seng,rendah,tembok,rendah,semen,rendah,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,ya,tidak,tidak
pejabat_negara,buruh_karyawan_pegawai,masih_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,ya
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,menumpang,ya,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,tidak,tidak,ya,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_pt,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,menumpang,ya,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,usaha_sendiri,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,,seng,rendah,tembok,rendah,semen,rendah,pln_meteran,tidak,minyak_tanah,air_kemasan,pribadi,bukan_target,tidak,tidak,ya,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,cerai_hidup,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_slta,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,ya,tidak
tidak_bekerja,tidak_bekerja,tamat_slta,cerai_mati,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
nelayan,pekerja_bebas,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,pekerja_bebas,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,ya
pekerja_lepas,usaha_sendiri,tamat_slta,cerai_hidup,pribadi,,seng,tinggi,lainnya,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
pedagang,pekerja_bebas,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,ya,tidak,tidak,tidak,tidak
pedagang,pekerja_bebas,tamat_slta,cerai_hidup,pribadi,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
